Scenario,Region,Basin,Constituent,BasinScale,Units,LoadToRegExport
CHANGE,BM,Burrum,DOP,Manag_Unit_48,t/yr,7.4017167745376
CHANGE,BM,Burrum,FS,Manag_Unit_48,kt/yr,14.631146985647032
CHANGE,BM,Burrum,PN,Manag_Unit_48,t/yr,47.7699686199817
CHANGE,BM,Burrum,PP,Manag_Unit_48,t/yr,16.018891033446838
CHANGE,BM,Kolan,DIN,Manag_Unit_48,t/yr,86.76362733758208
CHANGE,BM,Kolan,DIP,Manag_Unit_48,t/yr,13.3663705672849
CHANGE,BM,Kolan,DON,Manag_Unit_48,t/yr,173.5311989114012
CHANGE,BM,Kolan,DOP,Manag_Unit_48,t/yr,7.401401390488406
CHANGE,BM,Kolan,FS,Manag_Unit_48,kt/yr,47.244853634696895
CHANGE,BM,Kolan,PN,Manag_Unit_48,t/yr,162.77129435850375
CHANGE,BM,Kolan,PP,Manag_Unit_48,t/yr,54.17254067400539
CHANGE,BM,Mary,DIN,Manag_Unit_48,t/yr,389.4728214592012
CHANGE,BM,Mary,DIP,Manag_Unit_48,t/yr,46.649771871051584
CHANGE,BM,Mary,DON,Manag_Unit_48,t/yr,933.9056633023986
CHANGE,BM,Mary,DOP,Manag_Unit_48,t/yr,36.03908692258992
CHANGE,BM,Mary,FS,Manag_Unit_48,kt/yr,263.0595312664768
CHANGE,BM,Mary,PN,Manag_Unit_48,t/yr,682.1623617257632
CHANGE,BM,Mary,PP,Manag_Unit_48,t/yr,264.26661516511206
CHANGE,BU,Belyando,DIN,Manag_Unit_48,t/yr,27.2936042224072
CHANGE,BU,Belyando,DIP,Manag_Unit_48,t/yr,27.11193582225318
CHANGE,BU,Belyando,DON,Manag_Unit_48,t/yr,235.6618481699373
CHANGE,BU,Belyando,DOP,Manag_Unit_48,t/yr,11.106779374606155
CHANGE,BU,Belyando,FS,Manag_Unit_48,kt/yr,26.16896078875303
CHANGE,BU,Belyando,PN,Manag_Unit_48,t/yr,22.9951185669092
CHANGE,BU,Belyando,PP,Manag_Unit_48,t/yr,19.30743150074869
CHANGE,BU,Black,DIN,Manag_Unit_48,t/yr,57.511446488078874
CHANGE,BU,Black,DIP,Manag_Unit_48,t/yr,22.64626549591216
CHANGE,BU,Black,DON,Manag_Unit_48,t/yr,179.48121498567494
CHANGE,BU,Black,DOP,Manag_Unit_48,t/yr,8.04687295385629
CHANGE,BU,Black,FS,Manag_Unit_48,kt/yr,37.57173250367276
CHANGE,BU,Black,PN,Manag_Unit_48,t/yr,68.86078982716867
CHANGE,BU,Black,PP,Manag_Unit_48,t/yr,26.565785431918336
CHANGE,BU,Bowen Bogie,DIN,Manag_Unit_48,t/yr,241.0205942811306
CHANGE,BU,Bowen Bogie,DIP,Manag_Unit_48,t/yr,66.06410068692577
CHANGE,BU,Bowen Bogie,DON,Manag_Unit_48,t/yr,394.770283771829
CHANGE,BU,Bowen Bogie,DOP,Manag_Unit_48,t/yr,24.86979026144761
CHANGE,BU,Bowen Bogie,FS,Manag_Unit_48,kt/yr,1653.1507935340467
CHANGE,BU,Bowen Bogie,PN,Manag_Unit_48,t/yr,1950.3212057253315
CHANGE,BU,Bowen Bogie,PP,Manag_Unit_48,t/yr,1364.9230633978823
CHANGE,BU,Burdekin Delta,DIN,Manag_Unit_48,t/yr,379.3521291704744
CHANGE,BU,Burdekin Delta,DIP,Manag_Unit_48,t/yr,32.55208445541817
CHANGE,BU,Burdekin Delta,DON,Manag_Unit_48,t/yr,69.76345404282291
CHANGE,BU,Burdekin Delta,DOP,Manag_Unit_48,t/yr,9.572451189840516
CHANGE,BU,Burdekin Delta,FS,Manag_Unit_48,kt/yr,33.012746022120325
CHANGE,BU,Burdekin Delta,PN,Manag_Unit_48,t/yr,87.13762945386979
CHANGE,BU,Burdekin Delta,PP,Manag_Unit_48,t/yr,52.36212853935094
CHANGE,BU,Cape Campaspe,DIN,Manag_Unit_48,t/yr,31.450008367531
CHANGE,BU,Cape Campaspe,DIP,Manag_Unit_48,t/yr,16.232907046058966
CHANGE,BU,Cape Campaspe,DON,Manag_Unit_48,t/yr,212.185239939919
CHANGE,BU,Cape Campaspe,DOP,Manag_Unit_48,t/yr,15.970305275348611
CHANGE,BU,Cape Campaspe,FS,Manag_Unit_48,kt/yr,48.71101630179399
CHANGE,BU,Cape Campaspe,PN,Manag_Unit_48,t/yr,95.53713615121636
CHANGE,BU,Cape Campaspe,PP,Manag_Unit_48,t/yr,33.1680754554187
CHANGE,BU,Don,DIN,Manag_Unit_48,t/yr,101.91996717348243
CHANGE,BU,Don,DIP,Manag_Unit_48,t/yr,38.53087363556934
CHANGE,BU,Don,DON,Manag_Unit_48,t/yr,178.6298888311553
CHANGE,BU,Don,DOP,Manag_Unit_48,t/yr,19.210750040683156
CHANGE,BU,Don,FS,Manag_Unit_48,kt/yr,150.66438979845606
CHANGE,BU,Don,PN,Manag_Unit_48,t/yr,284.9774239839701
CHANGE,BU,Don,PP,Manag_Unit_48,t/yr,124.9337912474433
CHANGE,BU,East Burdekin,DIN,Manag_Unit_48,t/yr,48.95348070747475
CHANGE,BU,East Burdekin,DIP,Manag_Unit_48,t/yr,12.347881898681143
CHANGE,BU,East Burdekin,DON,Manag_Unit_48,t/yr,80.19672151742782
CHANGE,BU,East Burdekin,DOP,Manag_Unit_48,t/yr,4.8705663161334085
CHANGE,BU,East Burdekin,FS,Manag_Unit_48,kt/yr,116.73311774582382
CHANGE,BU,East Burdekin,PN,Manag_Unit_48,t/yr,106.52372038987484
CHANGE,BU,East Burdekin,PP,Manag_Unit_48,t/yr,99.26837875535301
CHANGE,BU,Haughton,DIN,Manag_Unit_48,t/yr,353.1082198339014
CHANGE,BU,Haughton,DIP,Manag_Unit_48,t/yr,55.23795615922211
CHANGE,BU,Haughton,DON,Manag_Unit_48,t/yr,301.42582514835055
CHANGE,BU,Haughton,DOP,Manag_Unit_48,t/yr,19.086264401259754
CHANGE,BU,Haughton,FS,Manag_Unit_48,kt/yr,99.54457486117367
CHANGE,BU,Haughton,PN,Manag_Unit_48,t/yr,299.88658300984224
CHANGE,BU,Haughton,PP,Manag_Unit_48,t/yr,109.00443354829943
CHANGE,BU,Ross,DIN,Manag_Unit_48,t/yr,88.02321273491364
CHANGE,BU,Ross,DIP,Manag_Unit_48,t/yr,26.874517787127488
CHANGE,BU,Ross,DON,Manag_Unit_48,t/yr,171.41753645779264
CHANGE,BU,Ross,DOP,Manag_Unit_48,t/yr,8.357242033716352
CHANGE,BU,Ross,FS,Manag_Unit_48,kt/yr,42.20870061281268
CHANGE,BU,Ross,PN,Manag_Unit_48,t/yr,106.31863857682006
CHANGE,BU,Ross,PP,Manag_Unit_48,t/yr,41.497540503660815
CHANGE,BU,Suttor,DIN,Manag_Unit_48,t/yr,40.83837953090711
CHANGE,BU,Suttor,DIP,Manag_Unit_48,t/yr,32.70211388679031
CHANGE,BU,Suttor,DON,Manag_Unit_48,t/yr,333.57127860007483
CHANGE,BU,Suttor,DOP,Manag_Unit_48,t/yr,13.935586203045414
CHANGE,BU,Suttor,FS,Manag_Unit_48,kt/yr,33.203930226098706
CHANGE,BU,Suttor,PN,Manag_Unit_48,t/yr,45.00918436950722
CHANGE,BU,Suttor,PP,Manag_Unit_48,t/yr,22.37159888684831
CHANGE,BU,Upper Burdekin,DIN,Manag_Unit_48,t/yr,447.0850897821292
CHANGE,BU,Upper Burdekin,DIP,Manag_Unit_48,t/yr,98.73249930392844
CHANGE,BU,Upper Burdekin,DON,Manag_Unit_48,t/yr,1091.4440977538632
CHANGE,BU,Upper Burdekin,DOP,Manag_Unit_48,t/yr,97.72439472821327
CHANGE,BU,Upper Burdekin,FS,Manag_Unit_48,kt/yr,1160.1865013996849
CHANGE,BU,Upper Burdekin,PN,Manag_Unit_48,t/yr,1102.1235914726158
CHANGE,BU,Upper Burdekin,PP,Manag_Unit_48,t/yr,787.1251558500314
CHANGE,CY,Endeavour,DIN,Manag_Unit_48,t/yr,49.70973078127869
CHANGE,CY,Endeavour,DIP,Manag_Unit_48,t/yr,8.041591649453645
CHANGE,CY,Endeavour,DON,Manag_Unit_48,t/yr,270.3568498859605
CHANGE,CY,Endeavour,DOP,Manag_Unit_48,t/yr,16.493605897428708
CHANGE,CY,Endeavour,FS,Manag_Unit_48,kt/yr,89.99208713094016
CHANGE,CY,Endeavour,PN,Manag_Unit_48,t/yr,353.3889577493166
CHANGE,CY,Endeavour,PP,Manag_Unit_48,t/yr,126.9907330212038
CHANGE,CY,Jacky Jacky,DIN,Manag_Unit_48,t/yr,47.81567388876562
CHANGE,CY,Jacky Jacky,DIP,Manag_Unit_48,t/yr,4.239978098794944
CHANGE,CY,Jacky Jacky,DON,Manag_Unit_48,t/yr,286.126305874113
CHANGE,CY,Jacky Jacky,DOP,Manag_Unit_48,t/yr,16.7856297031804
CHANGE,CY,Jacky Jacky,FS,Manag_Unit_48,kt/yr,11.914721119516043
CHANGE,CY,Jacky Jacky,PN,Manag_Unit_48,t/yr,193.2572840448327
CHANGE,CY,Jacky Jacky,PP,Manag_Unit_48,t/yr,70.7842329794796
CHANGE,CY,Jeannie,DIN,Manag_Unit_48,t/yr,33.28380567061123
CHANGE,CY,Jeannie,DIP,Manag_Unit_48,t/yr,4.729297635838116
CHANGE,CY,Jeannie,DON,Manag_Unit_48,t/yr,200.15788342324632
CHANGE,CY,Jeannie,DOP,Manag_Unit_48,t/yr,12.548608720392577
CHANGE,CY,Jeannie,FS,Manag_Unit_48,kt/yr,52.25516727678507
CHANGE,CY,Jeannie,PN,Manag_Unit_48,t/yr,205.49244091426758
CHANGE,CY,Jeannie,PP,Manag_Unit_48,t/yr,109.08887275774818
CHANGE,CY,Lockhart,DIN,Manag_Unit_48,t/yr,39.771023603287944
CHANGE,CY,Lockhart,DIP,Manag_Unit_48,t/yr,3.443928895630672
CHANGE,CY,Lockhart,DON,Manag_Unit_48,t/yr,229.12524702850638
CHANGE,CY,Lockhart,DOP,Manag_Unit_48,t/yr,13.880180846156488
CHANGE,CY,Lockhart,FS,Manag_Unit_48,kt/yr,22.353713851429294
CHANGE,CY,Lockhart,PN,Manag_Unit_48,t/yr,84.70173031357679
CHANGE,CY,Lockhart,PP,Manag_Unit_48,t/yr,28.569615833586198
CHANGE,CY,Normanby,DIN,Manag_Unit_48,t/yr,181.4128071397453
CHANGE,CY,Normanby,DIP,Manag_Unit_48,t/yr,34.413365062786994
CHANGE,CY,Normanby,DON,Manag_Unit_48,t/yr,1300.8698756663214
CHANGE,CY,Normanby,DOP,Manag_Unit_48,t/yr,76.79103353585573
CHANGE,CY,Normanby,FS,Manag_Unit_48,kt/yr,123.47693677158418
CHANGE,CY,Normanby,PN,Manag_Unit_48,t/yr,325.1401425473472
CHANGE,CY,Normanby,PP,Manag_Unit_48,t/yr,122.26946983276227
CHANGE,CY,Olive Pascoe,DIN,Manag_Unit_48,t/yr,142.956208639259
CHANGE,CY,Olive Pascoe,DIP,Manag_Unit_48,t/yr,7.725767674327285
CHANGE,CY,Olive Pascoe,DON,Manag_Unit_48,t/yr,522.663538683254
CHANGE,CY,Olive Pascoe,DOP,Manag_Unit_48,t/yr,29.621333337075153
CHANGE,CY,Olive Pascoe,FS,Manag_Unit_48,kt/yr,79.71465174600218
CHANGE,CY,Olive Pascoe,PN,Manag_Unit_48,t/yr,437.5065052849064
CHANGE,CY,Olive Pascoe,PP,Manag_Unit_48,t/yr,63.1868290277635
CHANGE,CY,Stewart,DIN,Manag_Unit_48,t/yr,33.83411031250815
CHANGE,CY,Stewart,DIP,Manag_Unit_48,t/yr,2.7321938381469915
CHANGE,CY,Stewart,DON,Manag_Unit_48,t/yr,183.8184732122894
CHANGE,CY,Stewart,DOP,Manag_Unit_48,t/yr,10.198389219377278
CHANGE,CY,Stewart,FS,Manag_Unit_48,kt/yr,16.395397502901826
CHANGE,CY,Stewart,PN,Manag_Unit_48,t/yr,75.4472088762855
CHANGE,CY,Stewart,PP,Manag_Unit_48,t/yr,21.802467794956264
CHANGE,FI,Boyne,DIN,Manag_Unit_48,t/yr,28.363546524798966
CHANGE,FI,Boyne,DIP,Manag_Unit_48,t/yr,19.037162219840308
CHANGE,FI,Boyne,DON,Manag_Unit_48,t/yr,75.47857561925214
CHANGE,FI,Boyne,DOP,Manag_Unit_48,t/yr,4.264017579736576
CHANGE,FI,Boyne,FS,Manag_Unit_48,kt/yr,6.517213919882702
CHANGE,FI,Boyne,PN,Manag_Unit_48,t/yr,22.633583779300235
CHANGE,FI,Boyne,PP,Manag_Unit_48,t/yr,8.752122638553534
CHANGE,FI,Calliope,DIN,Manag_Unit_48,t/yr,32.874168153569066
CHANGE,FI,Calliope,DIP,Manag_Unit_48,t/yr,18.192719297622556
CHANGE,FI,Calliope,DON,Manag_Unit_48,t/yr,83.17447815254626
CHANGE,FI,Calliope,DOP,Manag_Unit_48,t/yr,3.9165942177691324
CHANGE,FI,Calliope,FS,Manag_Unit_48,kt/yr,35.95496353722569
CHANGE,FI,Calliope,PN,Manag_Unit_48,t/yr,113.72365745107649
CHANGE,FI,Calliope,PP,Manag_Unit_48,t/yr,50.28844599541588
CHANGE,FI,Comet,DIN,Manag_Unit_48,t/yr,74.6244188305234
CHANGE,FI,Comet,DIP,Manag_Unit_48,t/yr,64.90220398312249
CHANGE,FI,Comet,DON,Manag_Unit_48,t/yr,167.13076327202484
CHANGE,FI,Comet,DOP,Manag_Unit_48,t/yr,15.489532336033061
CHANGE,FI,Comet,FS,Manag_Unit_48,kt/yr,168.08370723034736
CHANGE,FI,Comet,PN,Manag_Unit_48,t/yr,262.84399605508446
CHANGE,FI,Comet,PP,Manag_Unit_48,t/yr,186.07934141931133
CHANGE,FI,Dawson,DIN,Manag_Unit_48,t/yr,165.39285783530252
CHANGE,FI,Dawson,DIP,Manag_Unit_48,t/yr,204.98615183579253
CHANGE,FI,Dawson,DON,Manag_Unit_48,t/yr,439.43053777428685
CHANGE,FI,Dawson,DOP,Manag_Unit_48,t/yr,50.35166710099094
CHANGE,FI,Dawson,FS,Manag_Unit_48,kt/yr,450.66166711683246
CHANGE,FI,Dawson,PN,Manag_Unit_48,t/yr,924.6490850490214
CHANGE,FI,Dawson,PP,Manag_Unit_48,t/yr,529.1858075162187
CHANGE,FI,Fitzroy,DIN,Manag_Unit_48,t/yr,113.25027163282998
CHANGE,FI,Fitzroy,DIP,Manag_Unit_48,t/yr,107.08279689276334
CHANGE,FI,Fitzroy,DON,Manag_Unit_48,t/yr,200.22057788261898
CHANGE,FI,Fitzroy,DOP,Manag_Unit_48,t/yr,23.287452737934437
CHANGE,FI,Fitzroy,FS,Manag_Unit_48,kt/yr,204.08780270493605
CHANGE,FI,Fitzroy,PN,Manag_Unit_48,t/yr,433.36501855787304
CHANGE,FI,Fitzroy,PP,Manag_Unit_48,t/yr,262.0934522886091
CHANGE,FI,Isaac,DIN,Manag_Unit_48,t/yr,215.22246595516364
CHANGE,FI,Isaac,DIP,Manag_Unit_48,t/yr,112.34018120273383
CHANGE,FI,Isaac,DON,Manag_Unit_48,t/yr,643.0338583308003
CHANGE,FI,Isaac,DOP,Manag_Unit_48,t/yr,24.668127561078112
CHANGE,FI,Isaac,FS,Manag_Unit_48,kt/yr,224.3884801663257
CHANGE,FI,Isaac,PN,Manag_Unit_48,t/yr,399.96222598532916
CHANGE,FI,Isaac,PP,Manag_Unit_48,t/yr,215.55404838203285
CHANGE,FI,Mackenzie,DIN,Manag_Unit_48,t/yr,51.63413874872577
CHANGE,FI,Mackenzie,DIP,Manag_Unit_48,t/yr,32.383907064786065
CHANGE,FI,Mackenzie,DON,Manag_Unit_48,t/yr,146.86304446742702
CHANGE,FI,Mackenzie,DOP,Manag_Unit_48,t/yr,7.251047077282792
CHANGE,FI,Mackenzie,FS,Manag_Unit_48,kt/yr,199.35879838532261
CHANGE,FI,Mackenzie,PN,Manag_Unit_48,t/yr,277.76355646069334
CHANGE,FI,Mackenzie,PP,Manag_Unit_48,t/yr,171.0077206400218
CHANGE,FI,Nogoa,DIN,Manag_Unit_48,t/yr,42.296675104917
CHANGE,FI,Nogoa,DIP,Manag_Unit_48,t/yr,30.723442110240814
CHANGE,FI,Nogoa,DON,Manag_Unit_48,t/yr,121.10167419699934
CHANGE,FI,Nogoa,DOP,Manag_Unit_48,t/yr,6.784573027033014
CHANGE,FI,Nogoa,FS,Manag_Unit_48,kt/yr,39.70391674241872
CHANGE,FI,Nogoa,PN,Manag_Unit_48,t/yr,78.5396632527653
CHANGE,FI,Nogoa,PP,Manag_Unit_48,t/yr,36.39424363499473
CHANGE,FI,Shoalwater,DIN,Manag_Unit_48,t/yr,17.034665709849953
CHANGE,FI,Shoalwater,DIP,Manag_Unit_48,t/yr,11.191091186089785
CHANGE,FI,Shoalwater,DON,Manag_Unit_48,t/yr,67.02801635728363
CHANGE,FI,Shoalwater,DOP,Manag_Unit_48,t/yr,2.340180706532571
CHANGE,FI,Shoalwater,FS,Manag_Unit_48,kt/yr,44.39652265038348
CHANGE,FI,Shoalwater,PN,Manag_Unit_48,t/yr,119.80583154472004
CHANGE,FI,Shoalwater,PP,Manag_Unit_48,t/yr,38.22771023468505
CHANGE,FI,Styx,DIN,Manag_Unit_48,t/yr,34.09578066651101
CHANGE,FI,Styx,DIP,Manag_Unit_48,t/yr,16.21341052388363
CHANGE,FI,Styx,DON,Manag_Unit_48,t/yr,79.28336136194224
CHANGE,FI,Styx,DOP,Manag_Unit_48,t/yr,3.527915308320918
CHANGE,FI,Styx,FS,Manag_Unit_48,kt/yr,64.24012259913758
CHANGE,FI,Styx,PN,Manag_Unit_48,t/yr,178.27817448885617
CHANGE,FI,Styx,PP,Manag_Unit_48,t/yr,59.42037476058782
CHANGE,FI,Theresa,DIN,Manag_Unit_48,t/yr,29.93335671798846
CHANGE,FI,Theresa,DIP,Manag_Unit_48,t/yr,18.217185911244
CHANGE,FI,Theresa,DON,Manag_Unit_48,t/yr,66.31366269477083
CHANGE,FI,Theresa,DOP,Manag_Unit_48,t/yr,4.23842729178519
CHANGE,FI,Theresa,FS,Manag_Unit_48,kt/yr,54.25562702037253
CHANGE,FI,Theresa,PN,Manag_Unit_48,t/yr,122.35611225184506
CHANGE,FI,Theresa,PP,Manag_Unit_48,t/yr,39.90931195602812
CHANGE,FI,Water Park,DIN,Manag_Unit_48,t/yr,49.65182815643009
CHANGE,FI,Water Park,DIP,Manag_Unit_48,t/yr,22.273240169406893
CHANGE,FI,Water Park,DON,Manag_Unit_48,t/yr,114.33310777067314
CHANGE,FI,Water Park,DOP,Manag_Unit_48,t/yr,5.438609989489853
CHANGE,FI,Water Park,FS,Manag_Unit_48,kt/yr,11.860029278896373
CHANGE,FI,Water Park,PN,Manag_Unit_48,t/yr,63.549771410978714
CHANGE,FI,Water Park,PP,Manag_Unit_48,t/yr,15.919091558486555
CHANGE,MW,O-Connell,DIN,Manag_Unit_48,t/yr,164.6257169561644
CHANGE,MW,O-Connell,DIP,Manag_Unit_48,t/yr,34.05499608886163
CHANGE,MW,O-Connell,DON,Manag_Unit_48,t/yr,579.5971810461457
CHANGE,MW,O-Connell,DOP,Manag_Unit_48,t/yr,14.47331586104468
CHANGE,MW,O-Connell,FS,Manag_Unit_48,kt/yr,207.06205606218276
CHANGE,MW,O-Connell,PN,Manag_Unit_48,t/yr,680.4683285183492
CHANGE,MW,O-Connell,PP,Manag_Unit_48,t/yr,179.03010432906265
CHANGE,MW,Pioneer,DIN,Manag_Unit_48,t/yr,202.54911417215172
CHANGE,MW,Pioneer,DIP,Manag_Unit_48,t/yr,36.45583951776228
CHANGE,MW,Pioneer,DON,Manag_Unit_48,t/yr,251.89730736869234
CHANGE,MW,Pioneer,DOP,Manag_Unit_48,t/yr,12.928482239131725
CHANGE,MW,Pioneer,FS,Manag_Unit_48,kt/yr,103.99012866673827
CHANGE,MW,Pioneer,PN,Manag_Unit_48,t/yr,387.9907746716584
CHANGE,MW,Pioneer,PP,Manag_Unit_48,t/yr,105.26559567846566
CHANGE,MW,Plane,DIN,Manag_Unit_48,t/yr,227.41554101912772
CHANGE,MW,Plane,DIP,Manag_Unit_48,t/yr,134.82909551638235
CHANGE,MW,Plane,DON,Manag_Unit_48,t/yr,629.3580066636237
CHANGE,MW,Plane,DOP,Manag_Unit_48,t/yr,36.613468078099515
CHANGE,MW,Plane,FS,Manag_Unit_48,kt/yr,78.7891606058299
CHANGE,MW,Plane,PN,Manag_Unit_48,t/yr,564.1537597580807
CHANGE,MW,Plane,PP,Manag_Unit_48,t/yr,99.01033927127285
CHANGE,MW,Proserpine,DIN,Manag_Unit_48,t/yr,180.57598126857516
CHANGE,MW,Proserpine,DIP,Manag_Unit_48,t/yr,40.30898090864813
CHANGE,MW,Proserpine,DON,Manag_Unit_48,t/yr,295.84325779758507
CHANGE,MW,Proserpine,DOP,Manag_Unit_48,t/yr,15.739782939419536
CHANGE,MW,Proserpine,FS,Manag_Unit_48,kt/yr,31.59353308746617
CHANGE,MW,Proserpine,PN,Manag_Unit_48,t/yr,126.57696291487467
CHANGE,MW,Proserpine,PP,Manag_Unit_48,t/yr,36.28787714475889
CHANGE,WT,Barron,DIN,Manag_Unit_48,t/yr,114.98089383883556
CHANGE,WT,Barron,DIP,Manag_Unit_48,t/yr,12.701976393140045
CHANGE,WT,Barron,DON,Manag_Unit_48,t/yr,260.34902745385455
CHANGE,WT,Barron,DOP,Manag_Unit_48,t/yr,12.890345920652546
CHANGE,WT,Barron,FS,Manag_Unit_48,kt/yr,141.0280879973388
CHANGE,WT,Barron,PN,Manag_Unit_48,t/yr,444.99368087545963
CHANGE,WT,Barron,PP,Manag_Unit_48,t/yr,108.74547033598
CHANGE,WT,Daintree,DIN,Manag_Unit_48,t/yr,388.0863773638743
CHANGE,WT,Daintree,DIP,Manag_Unit_48,t/yr,15.81800298640044
CHANGE,WT,Daintree,DON,Manag_Unit_48,t/yr,563.7653336652326
CHANGE,WT,Daintree,DOP,Manag_Unit_48,t/yr,38.58463497587747
CHANGE,WT,Daintree,FS,Manag_Unit_48,kt/yr,112.29944618151069
CHANGE,WT,Daintree,PN,Manag_Unit_48,t/yr,981.2527303661784
CHANGE,WT,Daintree,PP,Manag_Unit_48,t/yr,176.73042700392153
CHANGE,WT,Johnstone,DIN,Manag_Unit_48,t/yr,904.2139409990673
CHANGE,WT,Johnstone,DIP,Manag_Unit_48,t/yr,77.61678320270256
CHANGE,WT,Johnstone,DON,Manag_Unit_48,t/yr,605.826658137852
CHANGE,WT,Johnstone,DOP,Manag_Unit_48,t/yr,80.92561694606293
CHANGE,WT,Johnstone,FS,Manag_Unit_48,kt/yr,335.4724083728682
CHANGE,WT,Johnstone,PN,Manag_Unit_48,t/yr,1750.2508339966375
CHANGE,WT,Johnstone,PP,Manag_Unit_48,t/yr,624.9191828185822
CHANGE,WT,Lower Herbert,DIN,Manag_Unit_48,t/yr,976.4116451455837
CHANGE,WT,Lower Herbert,DIP,Manag_Unit_48,t/yr,46.46198192819744
CHANGE,WT,Lower Herbert,DON,Manag_Unit_48,t/yr,543.899479446257
CHANGE,WT,Lower Herbert,DOP,Manag_Unit_48,t/yr,41.74542819340608
CHANGE,WT,Lower Herbert,FS,Manag_Unit_48,kt/yr,134.5860331976505
CHANGE,WT,Lower Herbert,PN,Manag_Unit_48,t/yr,553.7515145528192
CHANGE,WT,Lower Herbert,PP,Manag_Unit_48,t/yr,121.73214748692952
CHANGE,WT,Mossman,DIN,Manag_Unit_48,t/yr,73.6238373885365
CHANGE,WT,Mossman,DIP,Manag_Unit_48,t/yr,6.27906882654682
CHANGE,WT,Mossman,DON,Manag_Unit_48,t/yr,84.90103285339084
CHANGE,WT,Mossman,DOP,Manag_Unit_48,t/yr,5.443544655902786
CHANGE,WT,Mossman,FS,Manag_Unit_48,kt/yr,15.218790556538417
CHANGE,WT,Mossman,PN,Manag_Unit_48,t/yr,55.575173081149984
CHANGE,WT,Mossman,PP,Manag_Unit_48,t/yr,17.296516622467646
CHANGE,WT,Mulgrave-Russell,DIN,Manag_Unit_48,t/yr,591.0572890187157
CHANGE,WT,Mulgrave-Russell,DIP,Manag_Unit_48,t/yr,34.54217942437405
CHANGE,WT,Mulgrave-Russell,DON,Manag_Unit_48,t/yr,527.119519654987
CHANGE,WT,Mulgrave-Russell,DOP,Manag_Unit_48,t/yr,51.02494922315252
CHANGE,WT,Mulgrave-Russell,FS,Manag_Unit_48,kt/yr,91.87256472405058
CHANGE,WT,Mulgrave-Russell,PN,Manag_Unit_48,t/yr,558.3150995767437
CHANGE,WT,Mulgrave-Russell,PP,Manag_Unit_48,t/yr,130.75679312446937
CHANGE,WT,Murray,DIN,Manag_Unit_48,t/yr,326.63342611004765
CHANGE,WT,Murray,DIP,Manag_Unit_48,t/yr,29.067826569309418
CHANGE,WT,Murray,DON,Manag_Unit_48,t/yr,197.95998427966455
CHANGE,WT,Murray,DOP,Manag_Unit_48,t/yr,16.8391333841204
CHANGE,WT,Murray,FS,Manag_Unit_48,kt/yr,33.94750119886489
CHANGE,WT,Murray,PN,Manag_Unit_48,t/yr,159.04969858449198
CHANGE,WT,Murray,PP,Manag_Unit_48,t/yr,28.8498269490723
CHANGE,WT,Tully,DIN,Manag_Unit_48,t/yr,720.5906893135189
CHANGE,WT,Tully,DIP,Manag_Unit_48,t/yr,24.665596774778958
CHANGE,WT,Tully,DON,Manag_Unit_48,t/yr,452.04667654214666
CHANGE,WT,Tully,DOP,Manag_Unit_48,t/yr,61.5297083445363
CHANGE,WT,Tully,FS,Manag_Unit_48,kt/yr,104.4536390330155
CHANGE,WT,Tully,PN,Manag_Unit_48,t/yr,448.48710600166027
CHANGE,WT,Tully,PP,Manag_Unit_48,t/yr,112.69850495259651
CHANGE,WT,Upper Herbert,DIN,Manag_Unit_48,t/yr,175.42419020655453
CHANGE,WT,Upper Herbert,DIP,Manag_Unit_48,t/yr,18.994303756469428
CHANGE,WT,Upper Herbert,DON,Manag_Unit_48,t/yr,471.69171320606677
CHANGE,WT,Upper Herbert,DOP,Manag_Unit_48,t/yr,33.33716547624601
CHANGE,WT,Upper Herbert,FS,Manag_Unit_48,kt/yr,223.75953599360304
CHANGE,WT,Upper Herbert,PN,Manag_Unit_48,t/yr,625.3175076932195
CHANGE,WT,Upper Herbert,PP,Manag_Unit_48,t/yr,163.47338274554866
PREDEV,BM,Baffle,DIN,Manag_Unit_48,t/yr,64.89512016883245
PREDEV,BM,Baffle,DIP,Manag_Unit_48,t/yr,21.67600249101162
PREDEV,BM,Baffle,DON,Manag_Unit_48,t/yr,189.33529844118388
PREDEV,BM,Baffle,DOP,Manag_Unit_48,t/yr,10.115467829138685
PREDEV,BM,Baffle,FS,Manag_Unit_48,kt/yr,9.322997855763369
PREDEV,BM,Baffle,PN,Manag_Unit_48,t/yr,38.387235741891544
PREDEV,BM,Baffle,PP,Manag_Unit_48,t/yr,21.092082628356998
PREDEV,BM,Burnett,DIN,Manag_Unit_48,t/yr,96.62189242516291
PREDEV,BM,Burnett,DIP,Manag_Unit_48,t/yr,31.48211227690308
PREDEV,BM,Burnett,DON,Manag_Unit_48,t/yr,300.12235660548396
PREDEV,BM,Burnett,DOP,Manag_Unit_48,t/yr,16.233459991033996
PREDEV,BM,Burnett,FS,Manag_Unit_48,kt/yr,41.98883706812896
PREDEV,BM,Burnett,PN,Manag_Unit_48,t/yr,124.26010887636188
PREDEV,BM,Burnett,PP,Manag_Unit_48,t/yr,44.391604645499626
PREDEV,BM,Burrum,DIN,Manag_Unit_48,t/yr,34.20247148526756
PREDEV,BM,Burrum,DIP,Manag_Unit_48,t/yr,8.530580510856575
PREDEV,BM,Burrum,DON,Manag_Unit_48,t/yr,94.06566822623739
PREDEV,BM,Burrum,DOP,Manag_Unit_48,t/yr,4.948396711793533
